id,product_name,sale_amount,sale_date,total_sales,sale_year
7460,they,379.57,2024-01-11,2537040.56,2024
7461,great,37.54,2024-01-17,2537040.56,2024
7462,need,25.69,2024-08-05,2537040.56,2024
7463,stuff,12.43,2024-08-12,2537040.56,2024
7464,until,102.36,2024-10-11,2537040.56,2024
7465,blue,192.45,2024-11-29,2537040.56,2024
7466,such,170.74,2024-10-06,2537040.56,2024
7467,run,35.61,2024-05-03,2537040.56,2024
7468,lose,477.59,2024-03-09,2537040.56,2024
7469,fill,291.7,2024-04-14,2537040.56,2024
7470,pressure,426.59,2024-04-23,2537040.56,2024
7471,kid,155.06,2024-09-19,2537040.56,2024
7472,item,59.52,2024-08-03,2537040.56,2024
7473,Mr,374.43,2024-10-12,2537040.56,2024
7474,compare,22.8,2024-04-30,2537040.56,2024
7475,marriage,284.26,2024-03-24,2537040.56,2024
7476,method,106.69,2024-11-10,2537040.56,2024
7477,produce,405.5,2024-09-11,2537040.56,2024
7478,training,442.67,2024-07-28,2537040.56,2024
7479,hot,345.18,2024-09-30,2537040.56,2024
7480,subject,193.38,2024-11-15,2537040.56,2024
7481,wait,376.32,2024-09-28,2537040.56,2024
7482,significant,339.34,2024-11-14,2537040.56,2024
7483,director,123.85,2024-04-15,2537040.56,2024
7484,data,280.18,2024-12-12,2537040.56,2024
7485,better,287.44,2024-05-07,2537040.56,2024
7486,see,247.7,2024-02-28,2537040.56,2024
7487,production,98.53,2024-09-18,2537040.56,2024
7488,kid,37.47,2024-03-06,2537040.56,2024
7489,without,436.94,2024-07-01,2537040.56,2024
7490,show,100.87,2024-11-27,2537040.56,2024
7491,main,141.05,2024-03-14,2537040.56,2024
7492,perhaps,419.7,2024-06-11,2537040.56,2024
7493,recently,280.78,2024-09-13,2537040.56,2024
7494,positive,241.45,2024-07-12,2537040.56,2024
7495,understand,66.95,2024-04-15,2537040.56,2024
7496,spring,296.64,2024-06-24,2537040.56,2024
7497,together,433.17,2024-03-29,2537040.56,2024
7498,health,168.79,2024-09-11,2537040.56,2024
7499,peace,446.58,2024-04-05,2537040.56,2024
7500,mind,425.72,2024-04-28,2537040.56,2024
7501,against,369.05,2024-01-08,2537040.56,2024
7502,lead,334.97,2024-08-23,2537040.56,2024
7503,box,155.85,2024-03-15,2537040.56,2024
7504,car,463.35,2024-01-01,2537040.56,2024
7505,very,413.76,2024-06-24,2537040.56,2024
7506,baby,93.71,2024-05-22,2537040.56,2024
7507,need,442.88,2024-09-01,2537040.56,2024
7508,difficult,77.13,2024-04-25,2537040.56,2024
7509,nature,357.02,2024-08-10,2537040.56,2024
7510,read,469.07,2024-02-26,2537040.56,2024
7511,control,309.41,2024-01-16,2537040.56,2024
7512,already,30.71,2023-12-29,2537040.56,2023
7513,his,145.75,2023-12-26,2537040.56,2023
7514,factor,463.47,2024-02-27,2537040.56,2024
7515,skin,165.69,2024-05-09,2537040.56,2024
7516,yet,461.6,2024-02-27,2537040.56,2024
7517,consider,320.41,2023-12-27,2537040.56,2023
7518,pass,328.65,2024-07-24,2537040.56,2024
7519,movement,148.68,2024-04-01,2537040.56,2024
7520,soldier,310.61,2024-01-21,2537040.56,2024
7521,finally,166.01,2024-05-31,2537040.56,2024
7522,spend,119.63,2024-04-19,2537040.56,2024
7523,upon,383.98,2024-08-19,2537040.56,2024
7524,first,132.61,2024-06-13,2537040.56,2024
7525,hotel,31.6,2024-11-13,2537040.56,2024
7526,move,446.95,2024-03-04,2537040.56,2024
7527,fish,283.66,2024-01-27,2537040.56,2024
7528,during,47.83,2024-01-25,2537040.56,2024
7529,result,114.37,2024-07-30,2537040.56,2024
7530,go,183.8,2024-12-11,2537040.56,2024
7531,pull,177.24,2023-12-25,2537040.56,2023
7532,wish,273.39,2024-11-22,2537040.56,2024
7533,its,346.1,2024-05-18,2537040.56,2024
7534,we,28.24,2024-04-26,2537040.56,2024
7535,side,214.59,2024-03-20,2537040.56,2024
7536,opportunity,74.2,2024-06-13,2537040.56,2024
7537,as,38.1,2024-03-03,2537040.56,2024
7538,real,138.82,2024-06-14,2537040.56,2024
7539,nature,335.28,2024-11-13,2537040.56,2024
7540,boy,280.71,2024-05-06,2537040.56,2024
7541,wear,50.66,2024-05-06,2537040.56,2024
7542,start,16.07,2024-07-27,2537040.56,2024
7543,year,173.44,2024-01-29,2537040.56,2024
7544,get,422.86,2024-12-04,2537040.56,2024
7545,company,86.07,2024-02-04,2537040.56,2024
7546,economy,110.24,2024-12-08,2537040.56,2024
7547,ball,201.28,2024-03-08,2537040.56,2024
7548,page,454.89,2024-11-18,2537040.56,2024
7549,them,348.04,2024-06-14,2537040.56,2024
7550,cultural,121.34,2024-08-25,2537040.56,2024
7551,wait,45.54,2024-06-26,2537040.56,2024
7552,dinner,118.29,2024-11-22,2537040.56,2024
7553,direction,309.16,2024-04-06,2537040.56,2024
7554,usually,143.65,2024-08-14,2537040.56,2024
7555,direction,87.95,2024-01-03,2537040.56,2024
7556,forward,227.35,2024-07-19,2537040.56,2024
7557,hundred,168.17,2024-11-12,2537040.56,2024
7558,as,459.13,2024-06-13,2537040.56,2024
7559,his,447.6,2024-08-12,2537040.56,2024
7560,recent,330.0,2024-08-16,2537040.56,2024
7561,whether,331.78,2024-10-16,2537040.56,2024
7562,pattern,170.55,2024-10-07,2537040.56,2024
7563,property,234.91,2024-12-03,2537040.56,2024
7564,size,97.76,2024-01-19,2537040.56,2024
7565,past,108.06,2024-07-25,2537040.56,2024
7566,color,375.77,2024-02-05,2537040.56,2024
7567,hand,336.22,2024-07-17,2537040.56,2024
7568,claim,47.97,2024-09-15,2537040.56,2024
7569,sister,208.53,2024-11-20,2537040.56,2024
7570,a,126.48,2024-09-18,2537040.56,2024
7571,pass,93.12,2024-08-07,2537040.56,2024
7572,join,352.28,2024-10-02,2537040.56,2024
7573,down,24.35,2024-09-20,2537040.56,2024
7574,total,405.55,2024-02-17,2537040.56,2024
7575,science,229.23,2024-02-17,2537040.56,2024
7576,indeed,105.14,2024-11-27,2537040.56,2024
7577,firm,71.28,2024-01-04,2537040.56,2024
7578,describe,498.44,2024-08-30,2537040.56,2024
7579,can,279.88,2024-08-24,2537040.56,2024
7580,plant,292.05,2024-11-06,2537040.56,2024
7581,away,178.6,2024-11-25,2537040.56,2024
7582,laugh,481.06,2024-05-29,2537040.56,2024
7583,author,455.35,2024-03-13,2537040.56,2024
7584,play,261.82,2024-04-04,2537040.56,2024
7585,them,154.81,2024-10-19,2537040.56,2024
7586,success,82.9,2024-10-22,2537040.56,2024
7587,year,46.56,2024-06-28,2537040.56,2024
7588,detail,292.17,2024-03-26,2537040.56,2024
7589,bad,350.83,2024-09-09,2537040.56,2024
7590,claim,356.97,2024-05-27,2537040.56,2024
7591,who,441.09,2024-09-14,2537040.56,2024
7592,hold,107.62,2024-12-16,2537040.56,2024
7593,health,476.64,2024-05-10,2537040.56,2024
7594,piece,387.58,2024-10-19,2537040.56,2024
7595,move,451.07,2024-08-07,2537040.56,2024
7596,who,184.98,2024-02-15,2537040.56,2024
7597,capital,80.68,2024-12-14,2537040.56,2024
7598,after,384.66,2024-10-27,2537040.56,2024
7599,population,270.96,2024-05-07,2537040.56,2024
7600,send,423.44,2024-08-09,2537040.56,2024
7601,four,241.69,2024-03-14,2537040.56,2024
7602,increase,180.46,2024-05-20,2537040.56,2024
7603,teach,39.21,2024-03-14,2537040.56,2024
7604,place,197.57,2024-06-30,2537040.56,2024
7605,explain,49.02,2024-04-30,2537040.56,2024
7606,message,320.89,2024-03-13,2537040.56,2024
7607,available,344.19,2024-11-04,2537040.56,2024
7608,still,38.25,2024-12-21,2537040.56,2024
7609,identify,251.28,2024-03-22,2537040.56,2024
7610,agree,335.15,2023-12-24,2537040.56,2023
7611,on,391.13,2024-04-06,2537040.56,2024
7612,discover,19.12,2024-08-23,2537040.56,2024
7613,dog,108.84,2024-01-04,2537040.56,2024
7614,letter,273.74,2024-01-23,2537040.56,2024
7615,enjoy,483.24,2024-12-17,2537040.56,2024
7616,reality,418.45,2024-09-19,2537040.56,2024
7617,type,60.37,2024-02-23,2537040.56,2024
7618,herself,92.51,2024-10-03,2537040.56,2024
7619,cold,86.62,2024-03-04,2537040.56,2024
7620,report,104.69,2024-12-17,2537040.56,2024
7621,company,96.07,2024-07-30,2537040.56,2024
7622,partner,181.4,2024-04-06,2537040.56,2024
7623,indeed,494.6,2024-03-25,2537040.56,2024
7624,feel,154.18,2024-12-21,2537040.56,2024
7625,article,213.54,2024-02-06,2537040.56,2024
7626,decade,28.85,2024-08-13,2537040.56,2024
7627,civil,49.7,2024-10-17,2537040.56,2024
7628,issue,497.01,2024-10-15,2537040.56,2024
7629,understand,347.15,2024-04-24,2537040.56,2024
7630,past,20.21,2024-03-22,2537040.56,2024
7631,whether,427.68,2024-06-14,2537040.56,2024
7632,environment,288.48,2024-12-04,2537040.56,2024
7633,produce,49.26,2024-05-25,2537040.56,2024
7634,everybody,463.18,2024-12-09,2537040.56,2024
7635,break,335.44,2024-03-23,2537040.56,2024
7636,because,357.09,2024-10-14,2537040.56,2024
7637,animal,486.43,2024-03-29,2537040.56,2024
7638,million,45.86,2024-05-23,2537040.56,2024
7639,audience,248.67,2024-08-04,2537040.56,2024
7640,past,493.53,2024-05-27,2537040.56,2024
7641,nothing,103.86,2024-09-26,2537040.56,2024
7642,give,237.46,2024-07-25,2537040.56,2024
7643,never,242.46,2024-09-12,2537040.56,2024
7644,oil,491.44,2024-05-27,2537040.56,2024
7645,human,137.13,2024-06-08,2537040.56,2024
7646,around,59.04,2024-06-23,2537040.56,2024
7647,six,140.08,2024-08-10,2537040.56,2024
7648,discussion,238.12,2024-05-20,2537040.56,2024
7649,tend,276.23,2024-06-26,2537040.56,2024
7650,real,233.62,2024-10-29,2537040.56,2024
7651,hit,279.16,2024-02-16,2537040.56,2024
7652,vote,14.08,2024-09-17,2537040.56,2024
7653,serious,292.99,2024-01-12,2537040.56,2024
7654,deal,485.54,2024-11-20,2537040.56,2024
7655,buy,273.58,2024-05-11,2537040.56,2024
7656,Congress,200.53,2024-06-18,2537040.56,2024
7657,not,380.11,2024-04-09,2537040.56,2024
7658,alone,395.18,2024-11-29,2537040.56,2024
7659,run,135.38,2024-10-21,2537040.56,2024
7660,join,177.51,2024-04-11,2537040.56,2024
7661,of,374.68,2024-08-27,2537040.56,2024
7662,after,107.61,2024-08-20,2537040.56,2024
7663,such,175.18,2024-01-17,2537040.56,2024
7664,single,34.31,2024-07-27,2537040.56,2024
7665,together,348.69,2024-06-23,2537040.56,2024
7666,reach,89.37,2024-05-10,2537040.56,2024
7667,look,69.49,2024-07-14,2537040.56,2024
7668,technology,98.3,2024-11-27,2537040.56,2024
7669,already,322.62,2024-05-08,2537040.56,2024
7670,sport,80.56,2024-07-20,2537040.56,2024
7671,wife,325.99,2024-11-18,2537040.56,2024
7672,explain,80.09,2024-12-15,2537040.56,2024
7673,finally,116.83,2024-12-11,2537040.56,2024
7674,why,172.1,2024-08-22,2537040.56,2024
7675,sometimes,284.74,2024-01-04,2537040.56,2024
7676,agree,102.79,2024-02-25,2537040.56,2024
7677,because,437.9,2024-02-27,2537040.56,2024
7678,dark,185.06,2024-10-12,2537040.56,2024
7679,general,226.63,2024-07-28,2537040.56,2024
7680,off,82.6,2024-06-27,2537040.56,2024
7681,scene,222.4,2024-10-12,2537040.56,2024
7682,statement,453.83,2024-10-08,2537040.56,2024
7683,quite,391.84,2024-06-24,2537040.56,2024
7684,performance,376.55,2024-01-02,2537040.56,2024
7685,business,394.59,2024-05-26,2537040.56,2024
7686,build,74.72,2024-12-20,2537040.56,2024
7687,police,358.24,2024-10-08,2537040.56,2024
7688,word,489.24,2024-06-09,2537040.56,2024
7689,clear,41.77,2024-02-27,2537040.56,2024
7690,grow,281.74,2023-12-30,2537040.56,2023
7691,final,275.08,2024-01-30,2537040.56,2024
7692,term,229.84,2024-01-21,2537040.56,2024
7693,economy,433.62,2024-01-03,2537040.56,2024
7694,dinner,127.5,2024-05-07,2537040.56,2024
7695,Congress,322.71,2024-07-27,2537040.56,2024
7696,big,128.05,2024-08-31,2537040.56,2024
7697,teacher,192.85,2024-09-13,2537040.56,2024
7698,wish,413.35,2024-01-30,2537040.56,2024
7699,him,36.34,2024-04-04,2537040.56,2024
7700,defense,44.27,2024-03-03,2537040.56,2024
7701,of,309.94,2024-11-07,2537040.56,2024
7702,writer,225.91,2024-09-28,2537040.56,2024
7703,article,424.52,2024-11-17,2537040.56,2024
7704,result,354.8,2024-03-07,2537040.56,2024
7705,improve,361.99,2024-03-15,2537040.56,2024
7706,job,450.01,2024-09-04,2537040.56,2024
7707,particular,392.51,2024-02-09,2537040.56,2024
7708,everybody,208.38,2024-11-28,2537040.56,2024
7709,record,425.56,2024-01-14,2537040.56,2024
7710,also,199.69,2024-10-26,2537040.56,2024
7711,cultural,191.66,2024-06-21,2537040.56,2024
7712,we,32.41,2024-06-04,2537040.56,2024
7713,argue,68.83,2024-05-27,2537040.56,2024
7714,expect,44.17,2024-07-25,2537040.56,2024
7715,occur,260.1,2024-07-22,2537040.56,2024
7716,board,275.41,2024-08-08,2537040.56,2024
7717,area,229.18,2024-03-07,2537040.56,2024
7718,away,312.54,2024-06-07,2537040.56,2024
7719,writer,208.49,2024-03-20,2537040.56,2024
7720,feel,362.08,2024-04-28,2537040.56,2024
7721,boy,368.93,2024-06-28,2537040.56,2024
7722,help,332.95,2024-04-16,2537040.56,2024
7723,manager,440.09,2024-09-25,2537040.56,2024
7724,change,389.78,2024-10-26,2537040.56,2024
7725,natural,420.07,2024-10-30,2537040.56,2024
7726,green,103.9,2024-06-18,2537040.56,2024
7727,experience,344.01,2024-07-02,2537040.56,2024
7728,such,285.54,2024-11-07,2537040.56,2024
7729,trade,339.31,2024-04-14,2537040.56,2024
7730,school,367.67,2024-06-06,2537040.56,2024
7731,prepare,474.69,2024-12-09,2537040.56,2024
7732,final,207.74,2024-05-08,2537040.56,2024
7733,region,183.57,2024-07-22,2537040.56,2024
7734,poor,373.99,2024-07-25,2537040.56,2024
7735,why,488.53,2024-02-23,2537040.56,2024
7736,analysis,286.38,2024-08-18,2537040.56,2024
7737,data,349.01,2024-02-03,2537040.56,2024
7738,American,61.88,2023-12-27,2537040.56,2023
7739,effect,32.49,2024-02-27,2537040.56,2024
7740,charge,331.28,2024-09-05,2537040.56,2024
7741,produce,373.63,2024-11-02,2537040.56,2024
7742,her,499.53,2024-10-03,2537040.56,2024
7743,ahead,157.57,2024-07-28,2537040.56,2024
7744,child,203.6,2024-03-17,2537040.56,2024
7745,total,112.56,2024-09-05,2537040.56,2024
7746,difficult,109.69,2024-08-30,2537040.56,2024
7747,item,69.67,2024-03-23,2537040.56,2024
7748,able,200.63,2024-03-18,2537040.56,2024
7749,fish,263.03,2024-01-08,2537040.56,2024
7750,happy,196.57,2024-08-17,2537040.56,2024
7751,reality,54.02,2024-11-16,2537040.56,2024
7752,science,146.6,2024-12-11,2537040.56,2024
7753,value,412.49,2024-09-20,2537040.56,2024
7754,test,400.1,2024-03-20,2537040.56,2024
7755,without,473.15,2024-04-17,2537040.56,2024
7756,spend,499.5,2024-09-16,2537040.56,2024
7757,reduce,258.49,2024-10-18,2537040.56,2024
7758,player,401.78,2024-11-15,2537040.56,2024
7759,program,72.09,2024-05-09,2537040.56,2024
7760,owner,324.82,2024-03-18,2537040.56,2024
7761,present,441.47,2023-12-29,2537040.56,2023
7762,make,282.97,2024-03-31,2537040.56,2024
7763,account,496.17,2024-08-23,2537040.56,2024
7764,follow,332.31,2024-06-11,2537040.56,2024
7765,really,340.39,2024-11-17,2537040.56,2024
7766,while,214.34,2024-04-14,2537040.56,2024
7767,everyone,25.22,2024-03-10,2537040.56,2024
7768,base,63.45,2024-11-19,2537040.56,2024
7769,feel,334.53,2024-05-01,2537040.56,2024
7770,set,438.32,2024-06-29,2537040.56,2024
7771,say,46.93,2024-04-19,2537040.56,2024
7772,sense,60.03,2024-03-12,2537040.56,2024
7773,dark,12.03,2024-04-22,2537040.56,2024
7774,church,150.26,2024-10-04,2537040.56,2024
7775,degree,156.86,2024-04-12,2537040.56,2024
7776,sport,415.58,2024-04-19,2537040.56,2024
7777,begin,339.1,2024-05-20,2537040.56,2024
7778,worry,279.82,2024-12-14,2537040.56,2024
7779,nearly,240.87,2024-02-26,2537040.56,2024
7780,administration,464.85,2024-11-08,2537040.56,2024
7781,upon,457.84,2024-01-06,2537040.56,2024
7782,government,319.6,2024-02-15,2537040.56,2024
7783,read,258.56,2024-10-26,2537040.56,2024
7784,week,444.47,2024-03-05,2537040.56,2024
7785,write,388.45,2024-02-24,2537040.56,2024
7786,country,308.67,2024-01-08,2537040.56,2024
7787,south,237.54,2024-10-20,2537040.56,2024
7788,apply,261.45,2024-02-09,2537040.56,2024
7789,top,238.95,2024-04-06,2537040.56,2024
7790,tax,395.4,2024-09-29,2537040.56,2024
7791,model,278.95,2024-02-05,2537040.56,2024
7792,need,180.73,2024-09-15,2537040.56,2024
7793,nice,135.21,2024-06-18,2537040.56,2024
7794,suddenly,421.41,2024-05-19,2537040.56,2024
7795,feeling,141.39,2024-09-11,2537040.56,2024
7796,old,175.14,2024-11-05,2537040.56,2024
7797,return,380.58,2024-07-30,2537040.56,2024
7798,forward,364.45,2024-12-11,2537040.56,2024
7799,your,292.9,2024-01-15,2537040.56,2024
7800,source,394.7,2024-05-17,2537040.56,2024
7801,government,330.69,2024-08-05,2537040.56,2024
7802,this,51.05,2024-05-27,2537040.56,2024
7803,region,399.0,2024-05-15,2537040.56,2024
7804,worry,146.95,2024-08-01,2537040.56,2024
7805,serve,461.45,2024-03-11,2537040.56,2024
7806,reality,91.03,2024-04-30,2537040.56,2024
7807,plant,119.01,2024-05-25,2537040.56,2024
7808,station,467.83,2024-10-14,2537040.56,2024
7809,hit,319.83,2024-03-25,2537040.56,2024
7810,crime,484.09,2024-05-13,2537040.56,2024
7811,draw,394.22,2024-12-22,2537040.56,2024
7812,attention,423.37,2024-01-24,2537040.56,2024
7813,draw,414.64,2024-03-19,2537040.56,2024
7814,sell,138.39,2024-06-06,2537040.56,2024
7815,example,63.08,2024-01-04,2537040.56,2024
7816,body,131.41,2024-11-29,2537040.56,2024
7817,technology,478.2,2024-09-19,2537040.56,2024
7818,test,304.09,2024-05-21,2537040.56,2024
7819,end,36.94,2024-01-07,2537040.56,2024
7820,under,191.72,2024-07-11,2537040.56,2024
7821,recent,281.23,2023-12-24,2537040.56,2023
7822,would,341.23,2024-02-11,2537040.56,2024
7823,worry,90.71,2024-10-03,2537040.56,2024
7824,ten,488.72,2024-03-23,2537040.56,2024
7825,religious,401.23,2024-03-20,2537040.56,2024
7826,ability,192.04,2024-07-24,2537040.56,2024
7827,boy,448.96,2024-04-10,2537040.56,2024
7828,minute,218.6,2024-08-08,2537040.56,2024
7829,standard,184.37,2024-01-13,2537040.56,2024
7830,agency,346.89,2024-07-08,2537040.56,2024
7831,all,328.82,2024-12-11,2537040.56,2024
7832,get,399.11,2024-06-29,2537040.56,2024
7833,bit,97.1,2024-09-29,2537040.56,2024
7834,make,142.85,2024-01-04,2537040.56,2024
7835,must,161.14,2024-05-03,2537040.56,2024
7836,news,161.87,2024-06-23,2537040.56,2024
7837,at,241.77,2024-06-20,2537040.56,2024
7838,respond,94.09,2024-01-12,2537040.56,2024
7839,specific,41.8,2024-02-25,2537040.56,2024
7840,national,287.83,2024-11-07,2537040.56,2024
7841,let,475.33,2024-06-28,2537040.56,2024
7842,reveal,288.11,2024-10-18,2537040.56,2024
7843,into,392.55,2024-06-22,2537040.56,2024
7844,stuff,194.45,2024-07-21,2537040.56,2024
7845,laugh,164.84,2024-04-19,2537040.56,2024
7846,growth,144.36,2024-06-02,2537040.56,2024
7847,stage,129.89,2024-07-22,2537040.56,2024
7848,score,239.49,2024-11-18,2537040.56,2024
7849,national,344.73,2024-12-06,2537040.56,2024
7850,large,292.09,2024-12-05,2537040.56,2024
7851,only,446.37,2024-06-14,2537040.56,2024
7852,magazine,387.0,2024-05-22,2537040.56,2024
7853,avoid,476.41,2024-02-16,2537040.56,2024
7854,major,299.34,2024-11-27,2537040.56,2024
7855,less,485.45,2024-06-28,2537040.56,2024
7856,there,394.12,2024-10-03,2537040.56,2024
7857,study,383.23,2024-09-24,2537040.56,2024
7858,line,329.05,2024-09-20,2537040.56,2024
7859,heavy,319.96,2024-08-26,2537040.56,2024
7860,defense,460.54,2024-08-12,2537040.56,2024
7861,might,193.28,2024-03-01,2537040.56,2024
7862,message,255.25,2024-02-29,2537040.56,2024
7863,seven,446.22,2024-03-30,2537040.56,2024
7864,church,402.32,2024-02-24,2537040.56,2024
7865,foreign,442.32,2024-09-20,2537040.56,2024
7866,spend,432.36,2024-10-01,2537040.56,2024
7867,necessary,73.05,2024-09-30,2537040.56,2024
7868,beautiful,20.83,2024-07-05,2537040.56,2024
7869,six,90.73,2024-02-20,2537040.56,2024
7870,everybody,460.81,2024-08-03,2537040.56,2024
7871,remember,113.24,2024-10-19,2537040.56,2024
7872,talk,67.94,2024-11-03,2537040.56,2024
7873,this,20.89,2024-07-08,2537040.56,2024
7874,trip,190.52,2024-10-03,2537040.56,2024
7875,more,182.61,2024-06-29,2537040.56,2024
7876,me,347.62,2024-10-22,2537040.56,2024
7877,ball,82.63,2024-03-10,2537040.56,2024
7878,just,372.3,2024-03-01,2537040.56,2024
7879,weight,344.06,2024-05-01,2537040.56,2024
7880,cell,177.08,2024-06-25,2537040.56,2024
7881,article,164.81,2024-07-22,2537040.56,2024
7882,human,116.76,2024-10-21,2537040.56,2024
7883,institution,445.05,2024-01-02,2537040.56,2024
7884,level,85.38,2024-06-21,2537040.56,2024
7885,recently,159.82,2024-03-28,2537040.56,2024
7886,blood,377.56,2024-10-26,2537040.56,2024
7887,seat,55.28,2024-06-12,2537040.56,2024
7888,involve,163.85,2024-05-15,2537040.56,2024
7889,teach,311.74,2024-12-07,2537040.56,2024
7890,continue,178.65,2024-10-24,2537040.56,2024
7891,spend,158.47,2024-04-05,2537040.56,2024
7892,new,342.19,2024-10-23,2537040.56,2024
7893,other,136.49,2024-05-23,2537040.56,2024
7894,father,304.0,2024-12-05,2537040.56,2024
7895,kind,88.18,2024-11-14,2537040.56,2024
7896,action,358.91,2024-03-31,2537040.56,2024
7897,time,419.18,2024-02-08,2537040.56,2024
7898,growth,262.33,2024-08-03,2537040.56,2024
7899,set,196.64,2024-08-16,2537040.56,2024
7900,meet,23.34,2024-04-23,2537040.56,2024
7901,economy,44.1,2023-12-29,2537040.56,2023
7902,religious,470.1,2024-04-07,2537040.56,2024
7903,magazine,83.56,2024-06-24,2537040.56,2024
7904,challenge,121.19,2024-09-23,2537040.56,2024
7905,free,60.92,2024-07-30,2537040.56,2024
7906,finally,404.04,2024-01-25,2537040.56,2024
7907,total,287.46,2024-05-04,2537040.56,2024
7908,set,162.85,2024-07-13,2537040.56,2024
7909,safe,420.57,2024-04-13,2537040.56,2024
7910,candidate,116.4,2024-03-10,2537040.56,2024
7911,front,14.09,2024-08-24,2537040.56,2024
7912,collection,101.37,2024-03-21,2537040.56,2024
7913,cover,437.76,2024-03-03,2537040.56,2024
7914,civil,67.48,2024-04-28,2537040.56,2024
7915,story,329.81,2024-09-02,2537040.56,2024
7916,through,411.06,2024-03-17,2537040.56,2024
7917,side,94.86,2024-10-05,2537040.56,2024
7918,sing,45.61,2024-01-17,2537040.56,2024
7919,economy,366.09,2024-12-22,2537040.56,2024
7920,travel,436.13,2024-03-06,2537040.56,2024
7921,community,255.15,2024-09-22,2537040.56,2024
7922,tend,154.74,2024-01-18,2537040.56,2024
7923,play,242.09,2024-06-08,2537040.56,2024
7924,those,335.96,2024-08-21,2537040.56,2024
7925,available,276.31,2024-01-11,2537040.56,2024
7926,data,228.11,2024-09-07,2537040.56,2024
7927,rule,426.86,2024-03-26,2537040.56,2024
7928,everything,440.86,2024-04-15,2537040.56,2024
7929,sport,291.8,2024-09-27,2537040.56,2024
7930,less,140.6,2024-07-15,2537040.56,2024
7931,sure,96.36,2024-08-29,2537040.56,2024
7932,school,35.43,2024-02-13,2537040.56,2024
7933,whether,244.9,2024-10-07,2537040.56,2024
7934,parent,110.74,2024-03-14,2537040.56,2024
7935,question,453.66,2024-09-22,2537040.56,2024
7936,age,487.97,2024-03-05,2537040.56,2024
7937,part,20.4,2024-03-09,2537040.56,2024
7938,now,392.1,2024-09-17,2537040.56,2024
7939,nation,12.1,2024-02-01,2537040.56,2024
7940,program,146.23,2024-07-21,2537040.56,2024
7941,audience,303.65,2024-10-12,2537040.56,2024
7942,trip,267.77,2024-05-25,2537040.56,2024
7943,government,278.32,2024-10-09,2537040.56,2024
7944,political,137.21,2024-05-22,2537040.56,2024
7945,possible,36.39,2024-01-12,2537040.56,2024
7946,establish,152.16,2024-12-06,2537040.56,2024
7947,specific,322.21,2024-09-16,2537040.56,2024
7948,country,489.92,2024-09-11,2537040.56,2024
7949,old,122.76,2024-09-09,2537040.56,2024
7950,as,136.51,2024-01-22,2537040.56,2024
7951,east,364.3,2024-08-23,2537040.56,2024
7952,season,282.67,2024-08-11,2537040.56,2024
7953,poor,371.27,2024-04-15,2537040.56,2024
7954,theory,249.32,2024-10-31,2537040.56,2024
7955,reach,479.32,2024-08-24,2537040.56,2024
7956,degree,106.66,2024-08-14,2537040.56,2024
7957,nature,497.9,2024-09-19,2537040.56,2024
7958,finally,461.91,2024-01-22,2537040.56,2024
7959,customer,459.7,2024-01-11,2537040.56,2024
7960,personal,48.32,2024-05-21,2537040.56,2024
7961,example,296.17,2024-07-22,2537040.56,2024
7962,window,376.34,2024-02-29,2537040.56,2024
7963,miss,237.07,2024-01-08,2537040.56,2024
7964,dark,260.34,2024-03-06,2537040.56,2024
7965,center,416.51,2024-09-08,2537040.56,2024
7966,size,83.38,2024-01-01,2537040.56,2024
7967,Mr,277.71,2024-07-02,2537040.56,2024
7968,likely,75.59,2024-06-04,2537040.56,2024
7969,over,333.69,2024-01-02,2537040.56,2024
7970,condition,156.01,2024-03-24,2537040.56,2024
7971,number,332.98,2024-03-07,2537040.56,2024
7972,agent,421.24,2024-09-11,2537040.56,2024
7973,simply,88.45,2024-02-27,2537040.56,2024
7974,if,440.62,2024-04-21,2537040.56,2024
7975,serve,288.81,2024-05-13,2537040.56,2024
7976,already,324.69,2024-10-17,2537040.56,2024
7977,cost,224.35,2024-01-24,2537040.56,2024
7978,so,56.03,2024-04-28,2537040.56,2024
7979,mouth,479.96,2024-06-29,2537040.56,2024
7980,wait,272.81,2024-02-07,2537040.56,2024
7981,eight,192.41,2024-07-04,2537040.56,2024
7982,way,347.0,2024-09-06,2537040.56,2024
7983,on,438.79,2024-07-12,2537040.56,2024
7984,usually,445.22,2024-01-17,2537040.56,2024
7985,threat,80.54,2024-02-12,2537040.56,2024
7986,school,300.54,2024-03-19,2537040.56,2024
7987,field,311.53,2024-03-04,2537040.56,2024
7988,single,29.16,2024-01-21,2537040.56,2024
7989,movie,14.6,2024-05-31,2537040.56,2024
7990,dark,101.67,2024-06-10,2537040.56,2024
7991,leave,463.51,2024-12-08,2537040.56,2024
7992,street,247.98,2024-11-11,2537040.56,2024
7993,suddenly,243.94,2024-07-11,2537040.56,2024
7994,key,294.49,2024-04-27,2537040.56,2024
7995,team,393.15,2024-03-04,2537040.56,2024
7996,painting,301.65,2024-03-10,2537040.56,2024
7997,many,27.13,2024-04-30,2537040.56,2024
7998,poor,246.35,2024-04-28,2537040.56,2024
7999,buy,327.31,2024-09-11,2537040.56,2024
8000,five,160.74,2024-07-31,2537040.56,2024
8001,thank,473.86,2024-11-21,2537040.56,2024
8002,father,54.0,2024-03-16,2537040.56,2024
8003,evening,88.81,2024-04-29,2537040.56,2024
8004,simply,255.67,2024-04-24,2537040.56,2024
